# Gulerce and Abrahamson (2011)
# Within (intra)-event correlation coefficients, Table 4
NA,0.01,0.05,0.10,0.15,0.20,0.30,0.40,0.50,0.75,1.00,2.00,3.00,4.00,5.00,10.00
0.01,0.193,0.156,0.210,0.320,0.339,0.314,0.257,0.147,0.162,0.061,0.087,0.016,0.036,0.018,0.249
0.05,0.087,0.068,0.192,0.306,0.259,0.238,0.150,0.036,0.077,0.043,0.001,0.045,0.106,0.063,0.002
0.10,0.072,0.016,0.186,0.305,0.325,0.216,0.144,0.047,0.091,0.044,0.028,0.058,0.100,0.017,0.265
0.15,0.110,0.048,0.159,0.314,0.382,0.292,0.253,0.157,0.168,0.033,0.080,0.030,0.101,0.027,0.341
0.20,0.145,0.101,0.145,0.287,0.413,0.321,0.282,0.173,0.175,0.072,0.117,0.021,0.035,0.065,0.390
0.30,0.216,0.165,0.163,0.249,0.369,0.418,0.379,0.239,0.233,0.163,0.179,0.073,0.015,0.070,0.315
0.40,0.237,0.157,0.108,0.196,0.331,0.350,0.416,0.308,0.300,0.218,0.231,0.143,0.088,0.127,0.413
0.50,0.205,0.131,0.061,0.166,0.289,0.300,0.382,0.351,0.358,0.264,0.286,0.224,0.126,0.148,0.420
0.75,0.187,0.188,0.061,0.114,0.235,0.223,0.242,0.231,0.370,0.276,0.338,0.303,0.219,0.171,0.365
1.00,0.167,0.247,0.018,0.070,0.176,0.204,0.210,0.224,0.258,0.245,0.286,0.261,0.226,0.226,0.375
2.00,0.230,0.325,0.080,0.006,0.061,0.147,0.200,0.167,0.254,0.241,0.361,0.339,0.304,0.232,0.437
3.00,0.262,0.302,0.168,0.166,0.199,0.169,0.242,0.223,0.348,0.302,0.349,0.358,0.252,0.204,0.292
4.00,0.209,0.268,0.129,0.118,0.175,0.160,0.297,0.258,0.303,0.253,0.346,0.303,0.181,0.161,0.266
5.00,0.345,0.362,0.247,0.240,0.354,0.287,0.367,0.309,0.323,0.275,0.402,0.324,0.198,0.200,0.366
10.00,0.268,0.301,0.289,0.250,0.268,0.192,0.019,0.062,0.014,0.039,0.182,0.074,0.037,0.087,0.171
