# Gulerce and Abrahamson (2011)
# Between (inter)-event correlation coefficients, Table 5
NA,0.01,0.05,0.10,0.15,0.20,0.30,0.40,0.50,0.75,1.00,2.00,3.00,4.00,5.00,10.00
0.01,0.389,0.312,0.326,0.317,0.331,0.332,0.325,0.353,0.311,0.259,0.130,0.094,0.116,0.152,0.030
0.05,0.324,0.273,0.328,0.310,0.318,0.301,0.287,0.303,0.271,0.216,0.109,0.073,0.099,0.139,0.067
0.10,0.264,0.173,0.358,0.344,0.330,0.274,0.233,0.243,0.205,0.165,0.072,0.027,0.043,0.079,0.063
0.15,0.286,0.180,0.291,0.417,0.380,0.311,0.273,0.269,0.208,0.173,0.070,0.020,0.047,0.067,0.043
0.20,0.311,0.216,0.258,0.325,0.439,0.348,0.299,0.300,0.233,0.180,0.074,0.038,0.056,0.077,0.033
0.30,0.347,0.269,0.234,0.240,0.289,0.450,0.377,0.370,0.296,0.236,0.097,0.065,0.077,0.102,0.014
0.40,0.352,0.291,0.221,0.200,0.219,0.333,0.466,0.431,0.338,0.277,0.137,0.106,0.104,0.144,0.011
0.50,0.346,0.296,0.204,0.162,0.183,0.269,0.361,0.493,0.398,0.327,0.166,0.141,0.147,0.185,0.005
0.75,0.287,0.250,0.160,0.105,0.119,0.176,0.232,0.329,0.483,0.396,0.217,0.168,0.170,0.204,0.020
1.00,0.247,0.216,0.126,0.086,0.095,0.140,0.175,0.258,0.350,0.443,0.236,0.191,0.194,0.206,0.058
2.00,0.162,0.108,0.049,0.057,0.072,0.098,0.131,0.193,0.226,0.254,0.318,0.220,0.247,0.324,0.260
3.00,0.115,0.060,0.004,0.018,0.017,0.055,0.066,0.151,0.176,0.208,0.210,0.254,0.255,0.324,0.330
4.00,0.080,0.019,0.046,0.003,0.020,0.044,0.041,0.138,0.152,0.173,0.151,0.125,0.295,0.343,0.407
5.00,0.072,0.009,0.061,0.009,0.009,0.009,0.032,0.112,0.098,0.122,0.119,0.060,0.224,0.396,0.511
10.00,0.083,0.020,0.042,0.013,0.061,0.085,0.086,0.199,0.196,0.179,0.163,0.071,0.205,0.309,0.577
